,1_no,gender,elder,D23,difficulties,help_needed,full_time,neet,vehicle,pb,1_sc5,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12
182,183,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0.0,1,5.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0
482,183,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0.0,1,2.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
975,183,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0.0,1,5.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
183,184,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,184,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,184,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,184,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,185,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0.0,3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,185,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
753,185,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
184,185,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
485,186,1.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,2,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
978,186,1.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,2,5.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
754,186,1.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,2,4.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
185,186,1.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,2,5.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
186,187,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,5.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
755,187,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,5.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
486,187,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
979,188,0.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,188,0.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,188,0.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
187,188,0.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
980,189,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,7.0,0.0,2.0,2.0,0.0,7.0,0.0,0.0,2.0
488,189,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,189,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
757,189,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,0.0,0.0,1.0,5.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
489,190,1.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,190,1.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,191,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,191,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0
490,191,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,192,0.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,1,5.0,0.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0
981,192,0.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,1,5.0,0.0,1.0,7.0,5.0,7.0,3.0,3.0,0.0,7.0,0.0,1.0
759,192,0.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,192,0.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
760,193,1.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0
492,193,1.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0
192,193,1.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,1,5.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
982,193,1.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,1,1.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0
983,194,1.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,194,1.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
761,194,1.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
193,194,1.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,1,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,195,1.0,1.0,0.0,1,0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,7.0,7.0,0.0,1.0
494,195,1.0,1.0,0.0,1,0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0
762,196,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,196,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,196,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
195,196,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,197,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,3,0.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0
496,197,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,3,0.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0
497,198,0.0,0.0,1.0,1,0,0.0,0.0,1.0,1.0,2,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,198,0.0,0.0,1.0,1,0,0.0,0.0,1.0,1.0,2,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,199,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,199,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,199,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,199,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0.0,1,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,200,1.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,200,1.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,4,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,200,1.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,200,1.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,201,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,201,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,201,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,5.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
987,201,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
501,202,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
201,202,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,6.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0
766,202,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
988,202,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
202,203,0.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,2,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
767,203,0.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,2,5.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
989,203,0.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,2,3.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
502,203,0.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
768,204,0.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,1,4.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
203,204,0.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,1,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,204,0.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,1,4.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,205,0.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,205,0.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
769,205,0.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
990,205,0.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
505,206,1.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,206,1.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,207,1.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,3,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0
991,207,1.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,3,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
206,207,1.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,3,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
770,207,1.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,3,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
507,208,1.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,208,1.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,209,1.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,1,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
992,209,1.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,1,5.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
508,209,1.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,1,5.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
208,209,1.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,1,5.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,210,0.0,1.0,1.0,1,0,0.0,1.0,1.0,0.0,4,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
993,210,0.0,1.0,1.0,1,0,0.0,1.0,1.0,0.0,4,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,210,0.0,1.0,1.0,1,0,0.0,1.0,1.0,0.0,4,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,210,0.0,1.0,1.0,1,0,0.0,1.0,1.0,0.0,4,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
773,211,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,211,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
510,211,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
994,211,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,212,1.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,212,1.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,213,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
774,213,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1,5.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
212,213,1.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,1,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
512,213,1.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,1,5.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
996,214,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
213,214,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,214,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,214,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,215,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,215,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,215,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
776,215,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
215,216,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,216,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,217,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0
216,217,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
777,217,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,217,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
517,218,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,218,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,218,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
218,219,0.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,1,5.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
779,219,0.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,1,5.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
518,219,0.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,1,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
999,219,0.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,1,5.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
1000,220,0.0,1.0,1.0,1,0,1.0,0.0,1.0,1.0,1,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
519,220,0.0,1.0,1.0,1,0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
219,220,0.0,1.0,1.0,1,0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,220,0.0,1.0,1.0,1,0,1.0,0.0,1.0,1.0,1,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
520,221,0.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
220,221,0.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
781,221,0.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,222,1.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,222,1.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,222,1.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1001,222,1.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,223,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
522,223,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
1002,223,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,4.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0
783,223,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,224,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,1,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
523,224,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,1,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1003,224,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,1,3.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
784,224,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,1,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224,225,0.0,0.0,1.0,1,0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,225,0.0,0.0,1.0,1,0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,226,0.0,1.0,0.0,1,0,0.0,1.0,1.0,0.0,1,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
525,226,0.0,1.0,0.0,1,0,0.0,1.0,1.0,0.0,1,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
785,226,0.0,1.0,0.0,1,0,0.0,1.0,1.0,0.0,1,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0
225,226,0.0,1.0,0.0,1,0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
526,227,0.0,0.0,0.0,1,0,0.0,1.0,1.0,0.0,2,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,227,0.0,0.0,0.0,1,0,0.0,1.0,1.0,0.0,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0
1005,227,0.0,0.0,0.0,1,0,0.0,1.0,1.0,0.0,2,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
226,227,0.0,0.0,0.0,1,0,0.0,1.0,1.0,0.0,2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
527,228,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,1.0
227,228,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0
228,229,0.0,0.0,1.0,1,0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,229,0.0,0.0,1.0,1,0,0.0,0.0,1.0,1.0,2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,229,0.0,0.0,1.0,1,0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
