,1_no,gender,elder,D23,difficulties,help_needed,full_time,neet,vehicle,pb,1_sc5,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12
437,138,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
712,138,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,139,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,139,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,139,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,139,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,140,0.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,1,5.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
439,140,0.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,1,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,141,0.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,1,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
440,141,0.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,142,0.0,0.0,0.0,1,0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,142,0.0,0.0,0.0,1,0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
944,142,0.0,0.0,0.0,1,0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
441,142,0.0,0.0,0.0,1,0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
715,143,0.0,0.0,0.0,1,0,0.0,1.0,1.0,0.0,2,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,143,0.0,0.0,0.0,1,0,0.0,1.0,1.0,0.0,2,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
142,143,0.0,0.0,0.0,1,0,0.0,1.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,143,0.0,0.0,0.0,1,0,0.0,1.0,1.0,0.0,2,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0
443,144,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
716,144,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
946,144,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
143,144,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
444,145,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,145,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
947,145,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
144,145,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
948,146,0.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,1,5.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
718,146,0.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,1,2.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
145,146,0.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,1,4.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
445,146,0.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,1,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,147,0.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,1,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
146,147,0.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,147,0.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,1,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
720,148,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
949,148,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,148,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,148,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,149,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,5.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0
950,149,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
721,149,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0
448,149,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,1.0
951,150,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,1,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,150,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,5.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
449,150,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0
722,150,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,151,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,151,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,2,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
451,152,0.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,3,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
151,152,0.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,3,5.0,3.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
723,152,0.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,3,4.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
952,152,0.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,3,5.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
452,153,1.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
724,153,1.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
152,153,1.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
953,153,1.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,154,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
725,154,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,1,4.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
954,154,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,1,5.0,0.0,2.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
153,154,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,1,5.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
726,155,0.0,1.0,0.0,1,0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,155,0.0,1.0,0.0,1,0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,155,0.0,1.0,0.0,1,0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,155,0.0,1.0,0.0,1,0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,156,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
956,156,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,156,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
155,156,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,157,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
156,157,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,157,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,158,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,158,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,158,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,158,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,159,0.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,159,0.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,159,0.0,1.0,0.0,1,0,1.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
158,159,0.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
731,160,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,2,0.0,3.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,3.0,3.0,0.0
459,160,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,2,5.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
159,160,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,2,5.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
160,161,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,161,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,162,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,6.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
959,162,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
461,162,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
732,162,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,163,1.0,0.0,1.0,1,0,0.0,0.0,1.0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,163,1.0,0.0,1.0,1,0,0.0,0.0,1.0,1.0,1,5.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
162,163,1.0,0.0,1.0,1,0,0.0,0.0,1.0,1.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,163,1.0,0.0,1.0,1,0,0.0,0.0,1.0,1.0,1,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,164,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,164,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,164,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
734,164,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,165,1.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,165,1.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,166,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,166,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,166,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,166,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,167,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,167,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,167,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,168,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,168,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,168,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
737,168,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
964,169,0.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,5.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
738,169,0.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,169,0.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,169,0.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,1,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,170,1.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,170,1.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,170,1.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,170,1.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,171,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,171,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,1,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
170,171,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,1,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,172,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,172,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,172,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,172,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,173,1.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,3,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
172,173,1.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,174,1.0,1.0,0.0,1,0,1.0,0.0,1.0,0.0,1,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
173,174,1.0,1.0,0.0,1,0,1.0,0.0,1.0,0.0,1,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,174,1.0,1.0,0.0,1,0,1.0,0.0,1.0,0.0,1,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
967,174,1.0,1.0,0.0,1,0,1.0,0.0,1.0,0.0,1,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,175,0.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,175,0.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,175,0.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,175,0.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,176,1.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,176,1.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,176,1.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,176,1.0,0.0,1.0,1,0,1.0,0.0,1.0,0.0,2,0.0,2.0,3.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0
176,177,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,177,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,2.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
476,177,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,178,0.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,178,0.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,178,0.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,3,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,178,0.0,0.0,1.0,1,0,1.0,0.0,1.0,1.0,3,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
478,179,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,179,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,179,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,179,1.0,0.0,1.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,180,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
479,180,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,180,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
748,180,1.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,1,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,181,1.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
480,181,1.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
180,181,1.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,2,7.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,4.0
973,181,1.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,182,0.0,0.0,1.0,1,0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
481,182,0.0,0.0,1.0,1,0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,182,0.0,0.0,1.0,1,0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
181,182,0.0,0.0,1.0,1,0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,4.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0
751,183,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0.0,1,5.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
